date,user_id,type,value
2019-02-02T22:47:05.128Z,2802,anticipatoryStress,1.80971503258
2018-10-13T17:00:42.291Z,2666,mood,2.44
2019-02-05T22:51:38.095Z,1044,sleep,2.44
2018-12-27T02:12:18.883Z,6510,ruminationStress,1.72
2019-04-21T16:19:38.420Z,2703,sleep,2.2588634491
2019-06-19T16:28:15.321Z,7162,sleep,3.43433356285
2019-06-09T23:17:05.786Z,1140,anticipatoryStress,4.0
2018-10-22T13:19:05.477Z,6928,mood,1.72
2018-09-28T11:05:51.594Z,8355,mood,2.4
2019-02-26T15:28:00.769Z,4209,mood,3.0
2018-10-15T03:53:39.982Z,7019,mood,3.63446760178
2019-01-06T22:33:00.201Z,4209,mood,1.30110502243
2019-04-06T20:42:00.123Z,3450,sleep,1.0
2018-11-24T01:35:22.360Z,2025,mood,1.53546500206
2019-07-13T17:05:05.222Z,2012,ruminationStress,2.04
2019-06-11T17:55:39.729Z,4500,sleep,4.0
2018-11-27T13:14:41.856Z,3609,mood,3.96
2018-10-28T13:58:45.840Z,2025,sleep,1.19105815887
2019-06-21T00:16:59.814Z,2802,sleep,2.71133375168
2018-10-24T16:40:05.211Z,6450,sleep,3.92
2019-02-08T15:59:03.122Z,4612,sleep,2.97383928299
2019-05-20T12:48:05.837Z,3782,sleep,3.32
2019-03-28T19:22:12.323Z,7556,sleep,1.3199999
2019-05-28T11:25:00.047Z,7702,sleep,1.244140625
2019-06-25T13:05:15.642Z,1260,mood,2.0
2018-12-08T02:44:15.967Z,1411,sleep,1.0
2018-12-17T14:19:12.605Z,2666,mood,1.8800001
2019-07-01T17:29:28.499Z,5085,sleep,2.54913759232
2019-03-19T14:09:02.766Z,939,mood,0.910070419312
2018-12-22T15:17:33.578Z,603,mood,3.96
2018-09-10T10:42:21.206Z,1342,mood,1.52
2019-03-11T21:32:22.242Z,1109,mood,3.92
2018-11-06T14:47:54.156Z,2432,anticipatoryStress,3.96
2018-10-30T04:22:39.993Z,2432,mood,1.0
2019-07-19T16:29:22.915Z,4209,sleep,2.34390544891
2019-05-02T20:42:48.465Z,1271,sleep,3.1841814518
2018-12-13T13:01:13.291Z,2666,mood,2.0
2019-06-14T12:09:15.612Z,5333,sleep,2.08
2018-10-26T13:55:46.454Z,1513,anticipatoryStress,1.8
2019-06-03T14:57:19.083Z,2802,sleep,3.2
2018-09-30T15:59:01.327Z,1673,sleep,2.58222913742
2018-11-19T17:20:40.146Z,603,mood,2.88
2019-06-06T15:43:54.214Z,2666,mood,3.4
2019-07-21T21:54:01.100Z,2025,mood,0.0
2018-11-30T16:14:47.168Z,597,mood,2.0
2019-03-16T13:36:13.861Z,1074,mood,1.57761859894
2018-12-10T18:21:18.016Z,2025,sleep,2.42159032822
2019-07-24T16:35:39.299Z,4612,sleep,2.6799998
2019-06-29T11:27:23.556Z,1109,sleep,2.4824898243
2019-02-12T15:14:54.199Z,1214,mood,1.1600001
2019-02-12T21:42:18.606Z,4612,mood,3.58076524734
2019-07-14T13:05:55.023Z,8086,sleep,3.51837682724
2019-06-13T00:27:10.746Z,5497,mood,3.92
2019-04-18T14:44:35.138Z,2703,sleep,2.3600001
2018-10-08T23:20:34.496Z,4612,mood,0.119999886
2018-12-19T19:24:45.538Z,2802,sleep,2.44
2019-06-07T23:05:01.543Z,7707,sleep,2.8
2018-10-09T13:41:24.118Z,1522,sleep,4.0
2019-02-21T13:15:04.375Z,1044,mood,2.88
2018-11-30T20:13:58.162Z,2802,sleep,1.9200001
2019-06-10T10:49:36.927Z,1044,sleep,2.56
2018-10-29T19:10:19.311Z,2666,mood,3.28
2018-11-07T13:45:50.820Z,2271,mood,1.6489636898
2019-02-10T20:21:28.037Z,1140,mood,1.03156471252
2019-06-08T16:29:22.137Z,4209,mood,2.0
2019-01-28T03:32:43.567Z,2432,ruminationStress,1.4000001
2019-07-01T09:43:52.949Z,1822,mood,2.4
2019-05-31T12:49:35.942Z,2012,sleep,4.0
2019-05-22T14:49:39.851Z,1109,mood,0.03999996
2018-09-24T23:46:55.566Z,1514,mood,2.35103654861
2018-09-24T12:14:44.516Z,4330,ruminationStress,2.24
2018-10-29T13:40:49.430Z,2802,ruminationStress,2.0
2019-05-09T22:26:48.656Z,7209,mood,2.56
2019-01-19T18:02:27.282Z,2311,mood,1.5999999
2018-08-19T13:27:40.041Z,1173,mood,1.72
2018-10-25T13:34:14.323Z,1269,sleep,4.0
2019-04-07T11:51:30.374Z,1822,mood,2.6399999
2019-03-07T14:24:16.654Z,2928,mood,1.47961401939
2018-10-06T13:42:32.988Z,5333,mood,3.24
2019-03-15T12:04:18.883Z,7129,mood,2.0
2019-06-07T22:50:38.920Z,1972,mood,3.96
2019-06-22T12:09:48.362Z,2012,anticipatoryStress,0.899194717407
2019-01-26T16:13:47.619Z,1109,sleep,2.6399999
2018-12-05T18:24:24.178Z,5232,sleep,4.0
2019-06-27T12:45:29.431Z,2729,mood,3.6
2019-03-14T14:25:25.517Z,652,mood,3.16
2019-05-22T04:32:07.937Z,652,sleep,1.52
2018-09-25T12:54:02.768Z,2012,mood,2.04190301895
2019-02-07T15:42:12.077Z,1822,sleep,2.39356803894
2018-11-28T15:09:44.874Z,2554,mood,0.03999996
2019-06-10T18:49:51.046Z,2666,sleep,0.07999992
2019-04-30T12:51:09.416Z,2432,mood,3.0
2019-06-29T17:52:52.396Z,7176,sleep,3.0
2019-07-11T14:49:18.917Z,1366,sleep,2.44
2019-01-25T20:18:13.421Z,5333,sleep,2.42342996597
2018-12-11T14:00:03.768Z,4612,mood,2.49879455566
2019-03-14T12:05:07.696Z,7652,anticipatoryStress,2.01514053345
2019-05-30T20:17:41.563Z,3044,mood,0.733107805252
2019-07-13T14:21:32.825Z,6510,mood,1.0
2019-03-09T13:36:42.062Z,7566,mood,4.0
2019-06-25T12:29:19.450Z,2554,mood,3.0
2019-03-17T16:14:19.815Z,5497,sleep,1.8800001
2018-12-21T02:05:35.350Z,2802,mood,1.67728352547
2019-06-27T12:45:29.413Z,1471,sleep,0.55999994
2018-09-21T23:56:46.867Z,2432,sleep,2.28917264938
2019-03-15T12:52:34.487Z,603,ruminationStress,2.04
2019-01-09T00:37:13.274Z,2666,mood,2.61404895782
2018-10-06T13:23:37.671Z,2435,sleep,0.119999886
2019-05-03T14:06:15.904Z,1972,sleep,0.0
2018-09-26T02:45:23.059Z,1208,sleep,3.74664258957
2018-12-01T16:44:37.484Z,2666,mood,4.0
2019-07-07T20:58:03.891Z,1714,mood,2.37749814987
2018-11-05T12:25:52.955Z,1309,sleep,2.0
2019-06-15T23:49:45.342Z,7328,mood,2.48115706444
